ID,Title,Status,Owner,Authoring Company,Last Modified On,Published Channels,Expiry Date
"UC10000531","Business Operations Resiliency Monitoring Powered by SAP BTP & Build Services","Published","Jayaraman Karthikeyan","Deloitte ES","Mar 19, 2026","Content Discovery, Discovery Center","Mar 12, 2027"
"UC10000262","Keep the Core Clean Using SAP BTP, ABAP environment with SAP S/4HANA","Archived","Andre Fischer","SAP","Mar 17, 2026","",""
"UC00003780","Enable Users to Work in Multilingual Business","Published","Fiona Murphy","SAP","Mar 16, 2026","Content Discovery, Discovery Center","Mar 19, 2027"
"UC00003483","Migrate from SAP Web IDE to SAP Business Application Studio","Published","Luca Tallarita","SAP","Mar 16, 2026","Content Discovery, Discovery Center","Mar 16, 2027"
"UC10000539","CAPGEMINI: Order Sim Automotive - Optimize Automotive Supply Chains with Predictive Order Simulation","Draft","Sten Frellesvig","SAP","Mar 12, 2026","",""
"UC10000538","VALANTIC: Accelerate Analytics Development with a Business Insight Framework","Draft","Sten Frellesvig","SAP","Mar 12, 2026","",""
"UC10000537","NTT: Improve User Adoption with an AI-Powered Feedback Assista - User Experience Feedback Assistant","Draft","Sten Frellesvig","SAP","Mar 12, 2026","",""
"UC10000536","WIPRO: Smart Energy Proc. Advisor - Optimize Energy Sourcing with an AI-Powered Procurement Advisor","Draft","Sten Frellesvig","SAP","Mar 12, 2026","",""
"UC10000535","NTT: Smart Requisitioning - Simplify Procurement with an AI-Powered Requisitioning Experience","Draft","Sten Frellesvig","SAP","Mar 11, 2026","",""
"UC10000534","HCL: Planning Agent - Generate Insightful Forecasts with an Intelligent Planning Agent","Draft","Sten Frellesvig","SAP","Mar 11, 2026","",""
"UC00093427","Drive AI-First Business Transformation with KTern.AI driven SAP Clean Core","Published","Vinith Kannan A","Kaar","Mar 11, 2026","Content Discovery, Discovery Center","Apr 13, 2027"
"UC10000533","ATOS: Unlock Enterprise Knowledge with a Generative AI-Powered Pilot","Draft","Sten Frellesvig","SAP","Mar 11, 2026","",""
"UC10000524","ATOS: Accelerate Maintenance Resolution with an AI-Powered Assistant for SAP EAM","Draft","Sten Frellesvig","SAP","Mar 11, 2026","",""
"UC00003904","Foreign currency trade execution in SAP S/4HANA Cloud","Published","Dirk Neumann","Brisken","Mar 11, 2026","Content Discovery, Discovery Center","Feb 9, 2027"
"UC10000507","E-Sign4 missions","Draft","Georg Eder","snap","Mar 11, 2026","",""
"UC10000102","Leveraging SAC visualizations with the power of GenAI","Published","Jennyfer Suan","Globant","Mar 11, 2026","Content Discovery, Discovery Center","Nov 20, 2026"
"UC00004003","Automate Resolutions For Physical Inventory From SAP S/4HANA","Draft","Jacky Liu","SAP","Mar 10, 2026","","Mar 10, 2026"
"UC00004135","Automate Resolutions for PO Quantity Deficit from S/4HANA","Draft","Jacky Liu","SAP","Mar 10, 2026","","Mar 10, 2026"
"UC10000532","Build a resilient architecture for the User Experience components of Business Critical apps - Copy","Draft","Soumya Sharma","Bluestonex","Mar 10, 2026","",""
"UC10000439","Explore SAP Cloud Application Event Hub","In Review","Antonio Maradiaga","SAP","Mar 10, 2026","",""
"UC10000528","test","Draft","Jereme Swoboda","Avvale","Feb 27, 2026","",""
"UC10000477","Use SAP Integration Suite to connect SAP and AWS services","Published","Claudia Carabineiro","SAP","Feb 27, 2026","Content Discovery, Discovery Center","Jan 16, 2027"
"UC00004064","Develop a multitenant SaaS application on SAP BTP using CAP","Published","Alper Dedeoglu","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Apr 14, 2027"
"UC00004235","Integrate Your SAP Cloud for Customer into SAP Task Center","Published","Ferit Hayrulov","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Dec 19, 2026"
"UC00003911","Integrate Your SAP Fieldglass Tasks Into SAP Task Center","Published","Ferit Hayrulov","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Dec 19, 2026"
"UC00003910","Integrate Your SAP S/4HANA Tasks Into SAP Task Center","Published","Ferit Hayrulov","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Dec 19, 2026"
"UC00003906","Integrate Your SAP S/4HANA Cloud Tasks Into SAP Task Center","Published","Ferit Hayrulov","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Dec 19, 2026"
"UC00003883","Integrate Your SAP Concur Tasks Into SAP Task Center","Published","Ferit Hayrulov","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Dec 19, 2026"
"UC00003816","Integrate Your SAP SuccessFactors Tasks Into SAP Task Center","Published","Deepa Kumari","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Apr 16, 2027"
"UC10000516","Build an AI‑Powered Self‑Service Portal with SAP Build Apps and SAP Service Cloud V2","Published","PVSBPrasad Khandavalli","SAP","Feb 25, 2026","Content Discovery, Discovery Center","Feb 18, 2027"
"UC00003603","Route Multi-Region Traffic to SAP BTP Services Intelligently","Archived","Mahesh Palavalli","SAP","Feb 24, 2026","","Mar 21, 2026"
"UC10000206","Optimize the organization of your digital documents related to SAP processes","Draft","Rene Jurmann","Atos","Feb 23, 2026","","Feb 23, 2027"
"UC10000465","Integrate with SAP Cloud ERP Private using HL7 FHIR","Draft","Bettina Lieske","SAP","Feb 23, 2026","",""
"UC10000525","TEST -  CREATE MISSION","Draft","Pablo Robledo Lopez","SAP","Feb 22, 2026","",""
"UC00003643","Learn the fundamentals of SAP HANA Cloud, SAP HANA database","Published","Daniel Van Leeuwen","SAP","Feb 19, 2026","Content Discovery, Discovery Center","Feb 22, 2027"
"UC10000496","Translate Documents & Language using SAP Build Apps and SAP Translation Hub","Published","PVSBPrasad Khandavalli","SAP","Feb 18, 2026","Content Discovery, Discovery Center","Feb 18, 2027"
"UC10000523","STENF: NTT Data - Sales Order Item Matching","Draft","Ingo Deck","SAP","Feb 13, 2026","",""
"UC10000426","USE CASE TEMPLATE","Draft","Dirk Neumann","Brisken","Feb 11, 2026","",""
"UC00003889","3889 - Implement SAP Treasury &amp; Risk Management","Draft","Dirk Neumann","Brisken","Feb 11, 2026","",""
"UC10000508","Integrate Joule and Microsoft 365 Copilot","Published","Gaurav Dey","SAP","Feb 11, 2026","Content Discovery, Discovery Center","Feb 11, 2027"
"UC00004250","Central monitoring of integration scenarios using SAP Cloud ALM","Draft","Morten Wittrock","SAP","Feb 10, 2026","",""
"UC10000356","Integrate Cash Management in 4 Weeks with Brisken","Draft","Dirk Neumann","Brisken","Feb 10, 2026","",""
"UC10000425","Implement Multi Bank Connectivity (MBC) in 4 weeks","Draft","Dirk Neumann","Brisken","Feb 10, 2026","","May 13, 2026"
"UC10000468","DDA Scope Migration - SAP Business ByDesign to SAP Cloud ERP","Published","Christian Antoni","SAP","Feb 10, 2026","Content Discovery, Discovery Center","Jul 16, 2026"
"UC10000461","Setup of Joule in Mobile Start","Published","Yash .","SAP","Feb 8, 2026","Content Discovery, Discovery Center","Sep 8, 2026"
"UC10000521","DC CF Rel Feb","Draft","Sachit Aggarwal","SAP","Feb 7, 2026","",""
"UC10000001","Getting Started with Use Case Authoring Tool - DC Team","Draft","Sachit Aggarwal","SAP","Feb 7, 2026","","Sep 6, 2025"
"UC10000498","DDA Scope Migration - SAP Business One to SAP Cloud ERP.","Published","Christian Antoni","SAP","Feb 6, 2026","Content Discovery, Discovery Center","Feb 6, 2027"
"UC10000485","Implement electronic invoicing in Chile","Published","Daniel Bianchin","SAP","Feb 5, 2026","Content Discovery, Discovery Center, SAP.COM","Oct 3, 2026"
"UC10000179","Create Cards for SAP Build Work Zone","Published","Jens Albrecht","AGILITA","Feb 5, 2026","Content Discovery, Discovery Center","Feb 16, 2027"
"UC00003335","Search and print always up-to-date org charts","Draft","Stephan Kohler","Ingentis","Feb 5, 2026","","Mar 15, 2025"
"UC10000510","Electronic Signatures made Simpler with Docusign Adapter for SAP Integration Suite","Published","Ashish Kuvvarapu","Rojo","Feb 4, 2026","Content Discovery, Discovery Center","Feb 4, 2027"
"UC00003239","Setup for SAP S/4HANA Side-by-Side UI Extensions on SAP BTP","Draft","Shankari G R","SAP","Feb 2, 2026","SAP.COM","Feb 20, 2026"
"UC10000392","Sales Direct Distribution in Consumer Products","Published","Anthony Molina","SAP","Jan 29, 2026","Content Discovery","Feb 9, 2027"
"UC10000481","Extend SAP SuccessFactors HCM Solutions with Mobile App","Published","Ilya Belozerov","SAP","Jan 28, 2026","Content Discovery, Discovery Center","Oct 21, 2026"
"UC10000486","Reliable Messaging using Azure Service Bus Adapter","Draft","Divij Balguri","Rojo","Jan 28, 2026","",""
"UC10000446","Create an issue using Jira Adapter","Published","Ashish Kuvvarapu","Rojo","Jan 28, 2026","Content Discovery, Discovery Center","Aug 1, 2026"
"UC10000456","Replicate One-To-One Suppliers From SAP S4HANA To Coupa","Draft","Ashish Kuvvarapu","Rojo","Jan 28, 2026","Content Discovery, Discovery Center","Oct 22, 2026"
"UC10000444","Add Bulk Members via Microsoft Teams Adapter","Published","Divij Balguri","Rojo","Jan 28, 2026","Content Discovery, Discovery Center","Aug 1, 2026"
"UC10000441","Implementing On-Premises Queue Messaging with IBM MQ JMS Adapter in SAP Integration Suite","Archived","Divij Balguri","Rojo","Jan 28, 2026","",""
"UC10000455","Effortless Message Delivery Using Google PubSub Adapter","Published","Divij Balguri","Rojo","Jan 28, 2026","Content Discovery, Discovery Center","Jan 7, 2027"
"UC10000517","AI Adapter for Analytics: Generate Tickets with Jira and Solutions Automatically","Draft","Divij Balguri","Rojo","Jan 28, 2026","",""
"UC10000519","SampleScenarioSachit","Draft","Sachit Aggarwal","SAP","Jan 23, 2026","",""
"UC00004273","Get Started with SAP Cloud Application Programming (CAP) using Tiny Sample App","Draft","Oliver Stiefbold","SAP","Jan 19, 2026","","Jan 14, 2027"
"UC00003700","Plug-and-Deploy a Machine Learning Model with Kyma","Published","Feng Liang","SAP","Jan 19, 2026","Discovery Center","Apr 20, 2027"
"UC10000464","Build a Maintenance Notification App with GenAI-Powered SAP Build Code Assistant","Published","Kanthi Maddukuri","SAP","Jan 19, 2026","Content Discovery, Discovery Center","Sep 26, 2026"
"UC10000469","Set Up Joule Studio and start with Joule Skills and Agents in BTP Enterprise Account","Published","Oliver Stiefbold","SAP","Jan 19, 2026","Content Discovery, Discovery Center","Jul 19, 2026"
"UC10000478","Strategic Sourcing Savings Tracking","Draft","Robert Myroniuk","SAP","Jan 19, 2026","SAP.COM",""
"UC10000505","Access sales metrics seamlessly for SAP Commerce Cloud","Draft","Marine DIGEON","SAP","Jan 12, 2026","SAP.COM",""
"UC10000014","GenAI Mail Insights: Develop a CAP application using GenAI and Retrieval Augmented Generation (RAG)","Published","Kay Schmitteckert","SAP","Jan 12, 2026","Content Discovery, Discovery Center","Jan 12, 2027"
"UC10000518","AI Based Maintenance Order Creation for Oil & Gas Industry","Draft","Rajesh Vadamalayan","Soprasteria","Jan 12, 2026","",""
"UC10000502","Extending SAP Sales and Service Cloud Version 2 using Custom Services and SAP BTP Trial (Draft)","Draft","Sven Feurer","SAP","Jan 8, 2026","",""
"UC10000178","Get Started with Migration to SAP Integration Suite","Published","Noah Rauch","SAP","Jan 8, 2026","Content Discovery, Discovery Center","Mar 25, 2027"
"UC10000372","How to Win with a Composable Channel-less Commerce Approach in Consumer Products ?","Published","Clotilde de Mersan","SAP","Jan 5, 2026","Content Discovery","Jan 5, 2027"
"UC00003945","Accelerate Financial Planning and Analysis","Draft","James Rapp","SAP","Dec 24, 2025","SAP.COM","Mar 14, 2026"
"UC00003091","Get started with SAP Analytics Cloud","Draft","Gaurav Dey","SAP","Dec 24, 2025","","Mar 7, 2026"
"UC10000436","Accelerate your BTP Journey with FRE Acceleration Datasphere Pack Old","Draft","Alejandra Garcia","SAP","Dec 24, 2025","",""
"UC10000229","Talent Insights with SAP Datasphere and SAP Analytics Cloud","Draft","Uma Anbazhagan","SAP","Dec 24, 2025","",""
"UC10000450","Activate Joule with SAP Analytics Cloud","Draft","Gaurav Dey","SAP","Dec 24, 2025","",""
"UC00004264","Reduce your CO2 footprint using a smart Generative AI application on SAP BTP","Draft","Adi Pleyer","SAP","Dec 24, 2025","","Apr 3, 2026"
"UC10000322","Intelligent assistant for maintenance notification creation","Archived","Vlad-Andrei Sladariu","SAP","Dec 16, 2025","","Aug 28, 2025"
"UC10000331","Maintenance management using Generative AI","Archived","Sricharan Poundarikapuram","SAP","Dec 16, 2025","","Aug 28, 2025"
"UC10000326","Handling of Data Inquiries and Data Visualization Requests through AI","Archived","Dimitrios Lyras","SAP","Dec 16, 2025","","Aug 28, 2025"
"UC10000327","Record to Report Accounting Guidance & Statutory Reporting","Archived","Dimitrios Lyras","SAP","Dec 16, 2025","","Aug 28, 2025"
"UC10000328","Improving customer loyalty and satisfaction","Archived","Dimitrios Lyras","SAP","Dec 16, 2025","","Aug 28, 2025"
"UC10000166","SBN: Generative AI extension on SAP Business Network Asset Collaboration","Archived","Harsh Vardhan Satsangi","SAP","Dec 16, 2025","","Jan 23, 2025"
"UC10000127","Data Quality Chatbot","Archived","Andreas Forster","SAP","Dec 16, 2025","","Nov 28, 2024"
"UC10000053","Reimagine CX for Complex Configurable Products with SAP Intelligent Product Recommendation","Archived","Matthias Hirsch","SAP","Dec 16, 2025","","Nov 9, 2024"
"UC10000471","Sourcing Agent","Archived","Mark Smitherman","SAP","Dec 16, 2025","",""
"UC10000399","Improve Decision Making with Generative AI","Draft","Joanne Koh-Stewart","SAP","Dec 16, 2025","SAP.COM","Jan 29, 2026"
"UC10000487","Building Joule Skills for Sales Order Queries in S/4HANA Cloud","Published","Teng Teng","SAP","Dec 16, 2025","Content Discovery, SAP.COM","Oct 16, 2026"
"UC10000453","Enable SAP Joule for Consultants","Published","Gaurav Dey","SAP","Dec 16, 2025","Content Discovery, Discovery Center","Jul 4, 2026"
"UC10000448","Activate Document Grounding with Joule","Draft","Gaurav Dey","SAP","Dec 16, 2025","",""
"UC10000012","Integrate Events from Amazon Monitron with SAP S/4HANA using SAP BTP and Gen AI Hub","Draft","Swati Maste","SAP","Dec 16, 2025","","Mar 31, 2026"
"UC10000513","Transform Text into Automation with SAP Signavio Process AI & SAP Build Process Automation - Copy","Draft","Marc Zintel","SAP","Dec 15, 2025","",""
"UC10000512","SAP Agents","Draft","Gaurav Palekar","SAP","Dec 10, 2025","",""
"UC10000511","Test Lisa","Draft","Elisabeth Pilarczyk","SAP","Dec 4, 2025","",""
"UC10000509","Performance Improvement Plans","Draft","Catherine Jamieson","SAP","Dec 3, 2025","",""
"UC10000474","Transform Text into Automation with SAP Signavio Process AI & SAP Build Process Automation","Published","Jonas Germann","SAP","Nov 27, 2025","Content Discovery, Discovery Center","Nov 27, 2026"
"UC10000131","Jump-Start Your Document Processing Use Case with Generative AI","Draft","Tomasz Janasz","SAP","Nov 27, 2025","",""
"UC10000246","Activate Joule with SAP S/4HANA Cloud Public Edition","Published","Harjeet Judge","SAP","Nov 27, 2025","Content Discovery, Discovery Center","Dec 16, 2026"
"UC10000365","Establish a Unified Joule Instance","Published","Harjeet Judge","SAP","Nov 27, 2025","Content Discovery, Discovery Center","Dec 16, 2026"
"UC10000415","Activate Sales Cloud V2 for GROW Premium Customers","Draft","Simon Dechent","SAP","Nov 27, 2025","SAP.COM",""
"UC10000470","Accelerate Smart Supplier Selection with Retrieval-Augmented Generative AI","Published","Kevin Li","SAP","Nov 27, 2025","Content Discovery, Discovery Center","Aug 20, 2026"
"UC10000483","Accelerate Smart Supplier Selection with Orchestration in SAP AI Core","Published","Kevin Li","SAP","Nov 27, 2025","Content Discovery, Discovery Center","Dec 16, 2026"
"UC10000484","Real-Time Business Partner Onboarding with SAP Event Mesh and SAP Integration Suite (Public Cloud)","Draft","Maurice Volk","Innovabee","Nov 27, 2025","",""
"UC10000281","Future Ready Enterprise (FRE) Accelerate: Setup Generative AI Hub in an Enterprise Account","Draft","Khushbu Bansal","SAP","Nov 26, 2025","",""
"UC10000482","Activate Joule with SAP Ariba","Published","Gaurav Dey","SAP","Nov 26, 2025","Content Discovery, Discovery Center","Nov 26, 2026"
"UC10000207","Mastering SAP S/4HANA Extension with SAP Build","Draft","Ilya Belozerov","SAP","Nov 25, 2025","","Dec 20, 2025"
"UC10000497","Setup of Joule in SAP Concur","Draft","Yash .","SAP","Nov 21, 2025","",""
"UC00004338","Get Started with SAP Business AI","Published","Siddhant Mahapatra","SAP","Nov 20, 2025","Content Discovery, Discovery Center","Feb 9, 2027"
"UC10000503","FRE Acceleration Automatic Creation of Sales Orders from Excel (4G5)","Draft","Sergio Racini","SAP","Nov 19, 2025","",""
"UC10000475","Transform your business with AI-powered document processing","Draft","Gaurav Dey","SAP","Nov 18, 2025","",""
"UC10000011","Optimize Public Urban Transport using AI (Ingo)","Draft","Ingo Deck","SAP","Nov 18, 2025","","May 30, 2026"
"UC10000134","AI Assisted Work Order Creation","Published","Nidhi Sawhney","SAP","Nov 18, 2025","Content Discovery","Jul 15, 2026"
"UC10000333","AI Assisted Microgrid EMobility Operations","Published","Nidhi Sawhney","SAP","Nov 18, 2025","Content Discovery","Aug 25, 2026"
"UC10000361","Autonomous Finance","Draft","Joanne Koh-Stewart","SAP","Nov 17, 2025","SAP.COM","Apr 9, 2027"
"UC10000253","Facilitate Invoice Validation - Leveraging SAP Document AI","Published","Julian Schambeck","SAP","Nov 17, 2025","Content Discovery, Discovery Center","Nov 14, 2026"
"UC10000500","Setup of Joule in SAP Concur - Copy","Draft","Yash .","SAP","Nov 13, 2025","",""
"UC00003242","Extend SAP S/4HANA business processes on SAP BTP","Archived","Divya Shanmugam","SAP","Nov 12, 2025","","Jan 30, 2026"
"UC00092398","Understanding Patients Needs for a Sustained and Long-Term Recovery","Published","Hui Li","SAP","Nov 11, 2025","Content Discovery","Jul 18, 2026"
"UC10000406","Data Exchange to Connect SAP ERP with SAP Advanced Event Mesh for Event-Driven Integration","Published","Jakob Vogelsang","ASAPIO","Nov 11, 2025","Content Discovery, Discovery Center, SAP.COM","Dec 30, 2026"
"UC00092397","Customer Based Market Analysis","Published","Hui Li","SAP","Nov 11, 2025","Content Discovery","Feb 4, 2027"
"UC10000495","Agentic AI for helpdesk service - Unlocking credentials","Published","FABIO VETTORE","SAP","Oct 29, 2025","","Oct 28, 2026"
"UC10000494","Intelligent Request Management Portal with Generative AI","Published","FABIO VETTORE","SAP","Oct 29, 2025","","Oct 28, 2026"
"UC10000493","SAP Document and Reporting Compliance, SII electronic document error handling","Published","FABIO VETTORE","SAP","Oct 29, 2025","","Oct 28, 2026"
"UC10000491","Specialised knowledge agent for Public Audit Office","Published","FABIO VETTORE","SAP","Oct 29, 2025","","Oct 27, 2026"
"UC10000492","SAPia – a RAG-powered end user support embedded in SAP","Published","FABIO VETTORE","SAP","Oct 29, 2025","","Oct 27, 2026"
"UC00092401","Benchmarking of Insurance Companies","Published","Hui Li","SAP","Oct 27, 2025","Content Discovery","Jul 18, 2026"
"UC00092395","Storing of Historical Data","Published","Hui Li","SAP","Oct 27, 2025","Content Discovery","Jul 18, 2026"
"UC00092396","Optimizing Business Travels & Expenses","Published","Hui Li","SAP","Oct 27, 2025","Content Discovery","Jul 18, 2026"
"UC0009286","Real-time Data Anonymization","Published","Hui Li","SAP","Oct 27, 2025","Content Discovery","Jul 18, 2026"
"UC00092394","Understand Patient's Preconditions and Reactions to Treatment","Published","Hui Li","SAP","Oct 27, 2025","Content Discovery","Jul 18, 2026"
"UC00092400","Improved Credit Rating","Published","Hui Li","SAP","Oct 27, 2025","Content Discovery","Jul 18, 2026"
"UC00091981","Serialization in the Pharmaceutical Supply Chain","Archived","Dennis Keilbach","SAP","Oct 27, 2025","","Aug 19, 2025"
"UC10000490","Onboard your Customers using SAP Build Process Automation","Draft","Vakeesan Meikandaan","MARK9SOLUTIONS","Oct 25, 2025","",""
"UC10000489","Migrate integrations to cloud Architect Mindset for success","Draft","Michel Salomonsson","STRETCH","Oct 23, 2025","",""
"UC00004330","Make your Experience Management Survey More Intelligent with ChatGPT","Archived","Margarethe Hilkert","sovanta","Oct 15, 2025","","Oct 28, 2025"
"UC10000467","Activate Joule in SAP Datasphere","Draft","Gaurav Palekar","SAP","Oct 7, 2025","",""
"UC10000213","Secure a Full-Stack CAP Application Following SAP BTP Developer's Guide","Draft","Ekaterina Mitova","SAP","Oct 4, 2025","",""
"UC00003541","Combine Your Catalog and Non-Catalog Requests into an e-Procurement Process","Published","Will Bunker","excelerateds2p","Sep 29, 2025","Content Discovery, Discovery Center","May 21, 2027"
"UC10000414","SAP S/4HANA Cloud Transportation Order Attachment Management with the SAP CAP NodeJs","Published","Jacky Liu","SAP","Sep 25, 2025","Content Discovery, Discovery Center","Jul 14, 2026"
"UC10000136","BTP Migration Factory Cloud Journey","Draft","Milena Koenn","SAP","Sep 23, 2025","",""
"UC00004259","Data Federation from Databricks through SAP Datasphere","Draft","Sangeetha Krishnamoorthy","SAP","Sep 23, 2025","","Dec 3, 2025"
"UC00003409","Integrate Google BigQuery and SAP Datasphere","Draft","Sivakumar N","SAP","Sep 23, 2025","","Jan 14, 2026"
"UC00004104","Get Started with SAP Datasphere","Draft","Gaurav Dey","SAP","Sep 23, 2025","","Feb 26, 2026"
"UC00093360","IT Support Ticketing","Published","Omid Nazier","SAP","Sep 18, 2025","Content Discovery","Mar 5, 2027"
"UC00003097","Simplify connectivity to any application with Integration Suite - Open Connectors","Archived","Vinayak Adkoli","SAP","Sep 10, 2025","SAP.COM","Jul 1, 2025"
"UC00092699","ARB: Recurring Purchases - BTP Extension","Draft","Swen Fuchs","SAP","Sep 10, 2025","","Jan 7, 2026"
"UC00091414","Quality Data Warehouse: Complaints Analysis & Prediction","Archived","Gonzalo Hernan Sendra","SAP","Sep 10, 2025","","Aug 28, 2025"
"UC00092704","ARB: Procure to Pay BPI - BTP Integration","Archived","Jason White","SAP","Sep 10, 2025","","Dec 1, 2024"
"UC10000107","Power Outage Customer Incident Management","Archived","Jason White","SAP","Sep 10, 2025","","Jan 9, 2025"
"UC10000108","Ariba Risk and SLP Collaboration Solution","Archived","Jason White","SAP","Sep 10, 2025","","Jan 9, 2025"
"UC10000320","Quality Complaints Analysis & Prediction","Draft","Gonzalo Hernan Sendra","SAP","Sep 10, 2025","",""
"UC10000480","2025 Ingo test switch to ExA","Draft","Ingo Deck","SAP","Sep 10, 2025","",""
"UC00093403","ABASTIBLE - Clean Energy - Keeping track of your stock","Published","Simone Paoli","SAP","Sep 10, 2025","Content Discovery","Sep 10, 2026"
"UC00003680","Extend HR applications and processes by building a mobile app","Archived","James Rapp","SAP","Sep 3, 2025","SAP.COM","Aug 1, 2025"
"UC10000479","Sinans Kunden AI Feature für Colgate","Draft","Ingo Deck","SAP","Aug 29, 2025","",""
"UC10000340","Discovery Center Target Use case Test","Draft","Akash Mishra","SAP","Aug 28, 2025","",""
"UC10000422","Drive Business Suite Success with SAP Integration Suite","Draft","Joanne Koh-Stewart","SAP","Aug 26, 2025","SAP.COM","May 8, 2026"
"UC10000254","Extension for contracts update impacted by inflation rate changes","Archived","Nidhi Sawhney","SAP","Aug 26, 2025","","Aug 28, 2025"
"UC00093138","Stingray Operations and Geolocation for Public Defense & Security Corps","Archived","Nidhi Sawhney","SAP","Aug 26, 2025","","Jul 17, 2025"
"UC00093143","Prediction of Peak Energy Demand in Manufacturing","Published","Nidhi Sawhney","SAP","Aug 26, 2025","Content Discovery","Aug 26, 2026"
"UC10000225","Implement SAP Sustainability Footprint Management","Archived","Clara Schwucht","SAP","Aug 25, 2025","","Sep 18, 2026"
"UC00091994","SAP Translation Hub integration in SAP Business ByDesign","Published","Fiona Murphy","SAP","Aug 22, 2025","Content Discovery","Aug 22, 2026"
"UC00092422","SAP Translation Hub - Document Translation","Published","Fiona Murphy","SAP","Aug 20, 2025","Content Discovery","Aug 20, 2026"
"UC10000164","Waste Management optimization (Test purpose)","Draft","Ingo Deck","SAP","Aug 18, 2025","",""
"UC00092538","Smart Purchase Order (PO) Close","Published","Felix Neumann","SAP","Aug 18, 2025","Content Discovery","Aug 19, 2026"
"UC00093153","Multi Level Org. Change, Process & Digital Solutioning Transformation Assessment","Published","Felix Neumann","SAP","Aug 15, 2025","Content Discovery","Aug 19, 2026"
"UC00093387","Understanding Employees to Improve their Engagement and Retention with SAP Qualtrics","Published","Simone Paoli","SAP","Aug 12, 2025","Content Discovery","Aug 12, 2026"
"UC10000463","SbS Partner opportunity journey (Richard, Concept Work)","Archived","Richard Kuba","SAP","Aug 12, 2025","",""
"UC10000443","Business Suite Extensibility Customer Journeys (Richard, Concept Work)","Archived","Richard Kuba","SAP","Aug 12, 2025","",""
"UC10000442","Partner opportunity journeys (Richard, Concept Work)","Archived","Richard Kuba","SAP","Aug 12, 2025","",""
"UC10000472","Start Your SAP Cloud ALM Journey - Build a Manual Testing PoC","Draft","Amanda Arce","SAP","Aug 12, 2025","",""
"UC10000419","Fusion development Scenario for private Cloud","Draft","Swathy S","SAP","Aug 4, 2025","",""
"UC00004028","Provide an interactive reporting dashboard for SAP Integration Suite using SAC Business Content Package","Archived","Deepa Kumari","SAP","Aug 1, 2025","","Aug 4, 2024"
"UC00091575","Cannibalization Effect & Promotional Effectiveness","Draft","Agamemnon Baltagiannis","SAP","Jul 31, 2025","Content Discovery","Jul 31, 2026"
"UC10000337","Accelerate your BTP Journey with FRE Acceleration Integration Suite Starter Pack","Draft","Jairo Canuto","SAP","Jul 25, 2025","",""
"UC00091191","Stand and Tow Planning to Recovery","Archived","Vlad-Andrei Sladariu","SAP","Jul 18, 2025","","Jul 24, 2025"
"UC00004269","Improve Data Quality Using AI","Published","Luisa Contini Nemmert","Accenture","Jul 14, 2025","Content Discovery, Discovery Center","Sep 11, 2026"
"UC10000256","Develop a Semantic Search app leveraging Generative AI Hub & SAP HANA Cloud's Vector Engine","Published","Johanna Gonzalez","SAP","Jul 14, 2025","Content Discovery, Discovery Center","Jul 14, 2026"
"UC10000357","Integrate Advanced Cash Management in 4 weeks with Brisken","Draft","Dirk Neumann","Brisken","Jul 11, 2025","",""
"UC10000275","Setting up a clean-core, 3-tier, BTP landscape for extension development (CAP)","Published","Yannik Dorth","advades GmbH","Jul 11, 2025","Content Discovery, Discovery Center","Nov 18, 2026"
"UC10000431","Create a Joule Skill Combining SAP and non-SAP Processes","Draft","Martin Plummer","SAP","Jun 17, 2025","",""
"UC10000459","Activate Joule for Asset Performance Management","Draft","Gaurav Dey","SAP","Jun 16, 2025","",""
"UC10000458","Activate Joule for Digital Manufacturing","Draft","Gaurav Dey","SAP","Jun 16, 2025","",""
"UC10000457","Activate Joule with SAP Integrated Product Development","Draft","Gaurav Dey","SAP","Jun 16, 2025","",""
"UC10000454","Create an object of content-type imag","Draft","Irfan Khan","Rojo","Jun 12, 2025","",""
"UC10000452","Vartikas first mission","Archived","Ingo Deck","SAP","Jun 6, 2025","",""
"UC00003702","Build an Extension Application Using SAP Graph and SAP Event Mesh","Archived","Navin Krishnan Manohar","SAP","Jun 3, 2025","","Feb 16, 2025"
"UC10000222","Drive Optimized Revenue Growth and Execution","Published","Paul Smith","SAP","Jun 2, 2025","Content Discovery","Jan 30, 2027"
"UC00003978","Simplify Training Management for SAP SuccessFactors Learning","Archived","Erin Wong","Rizing","Jun 2, 2025","","Dec 15, 2024"
"UC10000440","Process Salesforce Events in SAP Integration Suite Using Pub/Sub Sender Adapter","Draft","Irfan Khan","Rojo","May 27, 2025","",""
"UC00003433","Integrate Azure Data Explorer and SAP Datasphere","Archived","Sivakumar N","SAP","May 19, 2025","","Aug 22, 2025"
"UC10000429","Kerstin wills wissen","Archived","Ingo Deck","SAP","May 16, 2025","",""
"UC00003970","Build a resilient architecture for the User Experience components of Business Critical apps","Archived","Dan Barton","Bluestonex","May 16, 2025","","Mar 9, 2026"
